Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Sub-Saharan Africa,SSF,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,4705372.60259,5050084.69504,5391437.60175,5611147.80151,5784044.73159,5970045.59608,6160013.34655,6323774.17775,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,519378.18073,564667.97384,596067.39005,658583.11933,680925.10525,718484.23598,739536.17403,757860.08332,769407.39959,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,27736.30945,29166.11805,33968.85804,39590.45231,44975.51596,49026.90828,51267.12467,53945.40799,53049.38278,53406.57165,56478.38049,59441.7579,63402.83644,72718.59787,80135.74859,85627.22761,103384.34145,100925.24233,105708.69677,103019.17456,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,552.041707990633,544.579374415753,553.181213730402,602.497764489842,732.378805460102,894.949452498407,1041.37657317066,1171.97219431682,1324.88318158575,1367.96866041519,1433.47138516581,1517.62884209811,1663.04541194077,1733.89116619102,1808.22750036964,1724.02952556451,1579.11417944619,1509.28500068068,1515.78768836464,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,665246450,682874868,700982444,719633428,738900780,758841823,779482220,800823501,822858501,845567916,868935336,892958731,917638670,942951121,968868428,995365059,1022431864,1050057829,1078209758,1106863000,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,61902734,63894006,65797449,67750235,69789319,71749762,73709262,75488737,77376912,79254654,81185547,83231375.75,85258584.16667,87502676.58333,89851561,91154861.5,92355933.5,93308926,94102344,94680809,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,4680906.14401,5021598.05156,5361283.49715,5578479.4239,5752871.42691,5938740.59608,6128290.34655,6291968.17431,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,516117.28637,561031.94224,592285.49465,655045.11933,677203.10525,714666.23598,735396.17403,753708.08288,765213.39914,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,27588.30945,29021.11805,33791.85804,39464.45231,44809.51596,48801.90828,51007.12467,53677.40799,52663.38278,53336.57165,56378.38049,59349.7579,63324.83644,72500.59787,79855.1262,85410.5323,103118.34145,100570.24233,105354.69673,102664.17452,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,62020311,64011661,65911922,67860848,69896423,71853934,73811316,75589671,77478104,79357130,81292293,83340324.75,85369315.16667,87614060.58333,89962308,91263276.5,92461213.5,93411409,94204618,94782918,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,4705372.60259,5050084.69504,5391437.60175,5611147.80151,5784044.73159,5970045.59608,6160013.34655,6323774.17775,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,519378.18073,564667.97384,596067.39005,658583.11933,680925.10525,718484.23598,739536.17403,757860.08332,769407.39959,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,27736.30945,29166.11805,33968.85804,39590.45231,44975.51596,49026.90828,51267.12467,53945.40799,53049.38278,53406.57165,56478.38049,59441.7579,63402.83644,72718.59787,80135.74859,85627.22761,103384.34145,100925.24233,105708.69677,103019.17456,..,..,..,..,..,..
Sudan,SDN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,340,340,370,420,490,590,740,920,1130,1180,1260,1480,1710,1210,1820,1980,2130,2390,1560,..,..,..,..,..,..,..
Sudan,SDN,"Population, total",SP.POP.TOTL,27275015,27971082,28704778,29460519,30214193,30949516,31661823,32360621,33060837,33783788,34545013,35349681,36193783,37072550,37977655,38902950,39847440,40813396,41801533,42813000,..,..,..,..,..,..
Sudan,SDN,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,2698820,2759261,2814847,2870527,2925638,2978346,3031980,3073207,3127074,3196054,3284174,3389418,3505332,3622299,3740914,3860085,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,496982,513616,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29358,30994,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,3630,..,5989,6739,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1970,1670,1930,2200,2820,3320,4040,5050,6330,6960,7620,7920,8550,8950,9260,8690,6760,5290,5210,..,..,..,..,..,..,..
Suriname,SUR,"Population, total",SP.POP.TOTL,470949,476579,482235,487942,493679,499464,505295,511181,517123,523111,529131,535179,541245,547291,553273,559143,564888,570496,575991,581000,..,..,..,..,..,..
Suriname,SUR,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,39249,40208,41285,42405,43323,43104,43804,44253,44595,44981,45491,46099,46831,47557,48161,48584,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,31440,29550,28930,32550,39530,45500,48820,51960,55470,52470,54570,56570,58930,61580,61690,58280,54430,52850,55490,..,..,..,..,..,..,..
Sweden,SWE,"Population, total",SP.POP.TOTL,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10251000,..,..,..,..,..,..
Sweden,SWE,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,517151,509519,508552,509283,512914,520687,532764,552814,575200,597344,617627,636495,658738,690640,690640,688086,670655,636461,594891,..,..,..,..,..,..,..
Sweden,SWE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,252980,247169,246400,242983,240687,241045,..,..,..,..,..,..,..
Sweden,SWE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,136075,135220,135555,137990,140709,144769,..,..,..,..,..,..,..
Sweden,SWE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,20714,20679,21136,21623,22460,22216,21377,20795,20088,19911,19986,20642,21352,21512,21590,21358,20723,20253,19682,..,..,..,..,..,..,..
Switzerland,CHE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,43520,40930,39700,45620,53800,61620,63990,62830,63190,70370,77570,79720,84880,88740,86560,85800,82110,81120,84410,..,..,..,..,..,..,..
Switzerland,CHE,"Population, total",SP.POP.TOTL,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8513227,8580000,..,..,..,..,..,..
Switzerland,CHE,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,415255,410771,415383,422267,429701,435978,440500,451102,459664,465597,469682,472971,485538,497301,506244,510247,508466,504706,499765,..,..,..,..,..,..,..
Switzerland,CHE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,186338,193575,195437,199641,203274,207284,..,..,..,..,..,..,..
Switzerland,CHE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,59984,63315,65036,66707,68425,70070,..,..,..,..,..,..,..
Switzerland,CHE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,12933,13395,13843,14957,15850,16592,17234,17555,18152,19076,20120,20953,22012,22716,23237,23697,24394,24825,25209,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,970,1110,1210,1240,1380,1510,1620,1820,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,16410848,16766561,17084632,17415214,17827825,18361176,19059258,19878254,20664038,21205873,21362529,21082966,20442541,19584274,18715672,17997408,17453933,17068002,16906283,17070000,..,..,..,..,..,..
Syrian Arab Republic,SYR,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,1759632,1811313,1850541,1892915,1938282,1988217,2042026,2105807,2166264,2209602,2219940,2188782,2110352,2008848,1904201,1810978,1741311,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,515161,595220,603874,731896,716376,645958,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,19763,21262,24847,25798,25360,22734,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,327,361,385,391,624,589,723,891,1650,1273,1622,1660,1807,1884,1584,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,170,160,170,210,270,320,370,440,570,660,920,1020,1150,1330,1350,1250,1110,1000,1010,..,..,..,..,..,..,..
Tajikistan,TJK,"Population, total",SP.POP.TOTL,6216341,6318513,6426867,6541547,6662389,6789321,6922587,7062672,7209930,7364753,7527394,7697510,7874835,8059769,8252833,8454028,8663579,8880268,9100837,9321000,..,..,..,..,..,..
Tajikistan,TJK,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,577648,600247,625658,655942,689588,725499,762884,793072,819989,840647,854578,859838,855258,849848,846655,845339,847188,849185,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,810,839,811,883,886,890,980,1075,1182,1161,1294,1606,1853,1710,1778,1737,1764,1803,..,..,..,..,..,..,..,..
Tanzania,TZA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,410,410,420,430,470,500,520,540,600,670,720,770,810,890,970,980,970,970,1020,..,..,..,..,..,..,..
Tanzania,TZA,"Population, total",SP.POP.TOTL,33499180,34385856,35334788,36337782,37379767,38450320,39548663,40681414,41853944,43073834,44346525,45673338,47052481,48482266,49959822,51482633,53050790,54663906,56318348,58005000,..,..,..,..,..,..
Tanzania,TZA,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,3027756,3114610,3198886,3283809,3371077,3463515,3562357,3652128,3749656,3853677,3962340,..,4186431,4305514,4428139,4548549,..,4773684,4875560,4980920,..,..,..,..,..,..
Tanzania,TZA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,139883,..,158504,155639,..,201954,142898,..,..,..,..,..,..
Tanzania,TZA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,16047,..,16241,11052,..,7916,9123,..,..,..,..,..,..
Tanzania,TZA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,1227,2764,3318,..,..,..,..,170,..,386,832,..,1782,867,..,401,2014,..,..,..,..,..,..
Thailand,THA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1980,1960,1990,2180,2530,2790,3100,3530,3970,4140,4580,4950,5520,5720,5760,5710,5690,5950,6610,..,..,..,..,..,..,..
Thailand,THA,"Population, total",SP.POP.TOTL,62952642,63539196,64069087,64549866,64995299,65416189,65812536,66182067,66530984,66866839,67195028,67518382,67835957,68144501,68438730,68714511,68971331,69209858,69428524,69626000,..,..,..,..,..,..
Thailand,THA,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,5448113,5363795,5388993,5386038,5351223,5292257,5213297,5105704,4992744,4892975,4817051,4779044,4795814,4824366,4848818,4871231,4891193,4887764,..,..,..,..,..,..,..,..
Thailand,THA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1880708,1846285,1859422,..,..,..,..,..,..,..,..,..
Thailand,THA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,199734,189850,180683,..,..,..,..,..,..,..,..,..
Thailand,THA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,2348,3240,4925,6303,7724,8070,11462,14866,17061,16712,23106,22823,19155,22775,25467,24487,24742,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,790,710,640,740,1220,1910,2550,2540,2850,3230,3290,3630,2960,3080,2370,1810,1820,..,..,..,..,..,..,..
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,884366,901214,922694,947108,971893,995135,1016432,1036392,1055431,1074277,1093523,1113151,1132994,1153295,1174331,1196302,1219288,1243261,1267972,1293000,..,..,..,..,..,..
Timor-Leste,TLS,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,64793,68763,73397,78119,82271,86089,89539,92471,95825,99891,104502,109723,115032,119515,122946,..,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,310,290,290,340,390,420,420,430,480,530,560,610,590,620,640,640,610,600,660,..,..,..,..,..,..,..
Togo,TGO,"Population, total",SP.POP.TOTL,4924402,5062567,5197031,5330639,5467766,5611640,5762880,5920359,6083420,6250835,6421679,6595943,6773807,6954721,7137997,7323158,7509952,7698475,7889094,8082000,..,..,..,..,..,..
Togo,TGO,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,475593,493875,508260,521721,534240,546109,557875,568774,579491,589711,599393,608752,616926,625604,636036,649038,664553,682105,701752,723244,..,..,..,..,..,..
Togo,TGO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,58218,56480,57714,69992,76292,84431,..,..,..,..,..,..,..
Togo,TGO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,2044,2326,3031,3763,4337,3975,..,..,..,..,..,..,..
Togo,TGO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,0,0,0,0,0,0,0,0,..,..,288,255,457,510,542,842,939,1210,1652,..,..,..,..,..,..,..
Tokelau,TKL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,101,106,104,97,91,87,96,103,109,112,114,..,..,..,129,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2050,2000,1980,2000,2190,2450,2720,2840,3220,3370,3570,3800,4310,4480,4570,4520,4300,4250,4300,..,..,..,..,..,..,..
Tonga,TON,"Population, total",SP.POP.TOTL,97973,98487,99022,99589,100218,100905,101706,102581,103379,103890,103986,103562,102737,101768,101028,100781,101133,101998,103197,104000,..,..,..,..,..,..
Tonga,TON,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,10831,10876,10761,10512,10140,9752,9428,9323,9405,9664,10012,..,..,..,8751,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5400,6070,6760,8070,9700,11190,13280,15000,17350,16200,16460,14970,16840,18750,18560,19130,16720,15970,15950,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1267153,1271632,1277213,1283559,1290123,1296502,1302561,1308451,1314443,1320930,1328147,1336178,1344817,1353700,1362342,1370328,1377564,1384072,1389858,1395000,..,..,..,..,..,..
Trinidad and Tobago,TTO,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,127662,133851,138295,140318,140168,137838,133933,128798,123594,118265,112892,107721,103377,99360,95724,92515,..,..,86496,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,95,124,173,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1012,..,..,..,..,..,..,..
Tunisia,TUN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2270,2240,2180,2460,2900,3160,3330,3530,3850,4070,4130,3990,4100,4160,4160,3960,3760,3520,3500,..,..,..,..,..,..,..
Tunisia,TUN,"Population, total",SP.POP.TOTL,9708350,9793903,9871251,9945277,10022277,10106771,10201214,10304726,10414433,10525694,10635244,10741880,10847002,10952951,11063201,11179949,11303946,11433443,11565204,11695000,..,..,..,..,..,..
Tunisia,TUN,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,937599,955904,973323,991874,1011048,1029552,1046365,1054350,1057489,1054473,1044800,1029077,996154,965166,939039,916779,897403,877790,857609,838860,..,..,..,..,..,..
Tunisia,TUN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,223958,218856,210865,186038,175381,167149,163719,..,..,..,..,..,..
Tunisia,TUN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,103657,101538,100279,97277,93559,92314,91806,..,..,..,..,..,..
Tunisia,TUN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,10334,..,..,..,..,..,..,..,..,..,..,..,..,9778,11408,11481,11171,13264,12798,11629,..,..,..,..,..,..
Turkiye,TUR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4300,3550,3560,3910,5220,6760,7820,8880,9780,9580,10430,11230,11870,12510,12560,11960,11180,10900,10420,..,..,..,..,..,..,..
Turkiye,TUR,"Population, total",SP.POP.TOTL,63240194,64192243,65145367,66089402,67010930,67903469,68756810,69581848,70418604,71321399,72326988,73443863,74653016,75928564,77231907,78529409,79821724,81101892,82319724,83430000,..,..,..,..,..,..
Turkiye,TUR,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,6209769,6273140,6318643,6350746,6367373,6364552,6345413,6322718,6295758,6281403,6260239,6245604,6239622,6253935,6294294,6360941,6457860,6571462,6677766,..,..,..,..,..,..,..
Turkiye,TUR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,3052671,3288079,3527649,3790293,3953263,4112575,..,..,..,..,..,..,..
Turkiye,TUR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,314819,355793,443252,527392,598531,583939,..,..,..,..,..,..,..
Turkiye,TUR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,21789,22565,23228,24891,27393,32575,33834,35070,35946,44768,43405,51959,80494,67157,78223,86094,91267,95100,..,..,..,..,..,..,..
Turkmenistan,TKM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,600,650,750,990,1310,1590,1890,2320,3040,3550,4070,4730,5560,6510,7200,7030,6820,6380,6740,..,..,..,..,..,..,..
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,4516133,4564083,4610005,4655743,4703401,4754646,4810109,4870141,4935767,5007954,5087213,5174085,5267900,5366375,5466328,5565287,5662372,5757669,5850908,5942000,..,..,..,..,..,..
Turkmenistan,TKM,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,448847,454769,462636,472252,484063,499384,517202,531873,544971,556263,..,..,..,..,557516,..,..,..,..,463079,..,..,..,..,..,..
Turkmenistan,TKM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,159,..,..,..,..,79,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22600,23800,25040,25410,26740,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,20164,21573,23232,25011,26700,28180,29391,30385,31202,31934,32660,33377,34066,34731,35369,35981,36559,37115,37665,38000,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,1550,1618,1800,1960,2083,2146,2151,2151,2167,2194,2232,2277,2347,2406,2457,2496,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,2710,3310,2490,3240,3630,3780,4500,4660,4820,4400,4720,4430,5560,4670,5440,5070,4810,5430,..,..,..,..,..,..,..
